query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
"Look , how grand magnificent the Tiananmen Gate tour is !",What's Tiananmen famous for ?,2,"0.39043447
","0.9999993
","0.28780558705329895
","0.3991400897502899
"
"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?","Well , unfortunately I have got something to do this weekend . But let me see ...",4,"0.9997657
","1.0
","0.9428121447563171
","0.6692749261856079
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Maybe you are right . OK , I'll take it .",3,"0.032831896
","0.9999546
","0.9338417649269104
","0.6255319118499756
"
"That ' d be great , but could I have a cup of tea first ?","Sure , I ' ll just go put the kettle on . Why don ' t you have a seat on the sofa and I ' ll go take care of things in the kitchen .",3,"0.9907114
","1.0
","0.9418635368347168
","0.6681667566299438
"
You can take that with you .,"Can I have an aisle seat , PLS .",4,"9.945687e-06
","0.0012947442
","0.39176180958747864
","0.4095637798309326
"
"I really wanted you to come , but I understand .","Yeah , maybe next time .",2,"8.474299e-05
","0.99272656
","0.7620052695274353
","0.47747862339019775
"
"Okay , you're going to need to make an appointment .",I don't understand why I need to make an appointment .,3,"0.92528564
","1.0
","0.9403958916664124
","0.6829035878181458
"
Is it too late to mail the Continued Claim Form in now ?,It can ' t be more than fourteen days late for us to accept it .,4,"0.99367976
","1.0
","0.9265477061271667
","0.5748901963233948
"
How much does it cost ?,This one is 1500 yuan .,5,"1.0
","1.0
","0.9432777762413025
","0.5017086863517761
"
I need something to wash this down . Is there any juice in the fridge ?,What is that ? It looks like something from a swamp !,3,"0.03701123
","0.9594584
","0.9437440037727356
","0.6882233619689941
"
Yes he ' s in his office .,"Oh , I hope he didn't notice me .",4,"0.9907107
","0.99981683
","0.812873899936676
","0.40753570199012756
"
And how much is the deposit ?,The deposit is $ 500 .,3,"1.0
","1.0
","0.9251962304115295
","0.6199084520339966
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Maybe you are right . OK , I'll take it .",3,"0.032831896
","0.9999546
","0.9338417649269104
","0.6255319118499756
"
"That ' d be great , but could I have a cup of tea first ?","Sure , I ' ll just go put the kettle on . Why don ' t you have a seat on the sofa and I ' ll go take care of things in the kitchen .",5,"0.9907114
","1.0
","0.9418635368347168
","0.6681667566299438
"
You can take that with you .,"Can I have an aisle seat , PLS .",3,"9.945687e-06
","0.0012947442
","0.39176180958747864
","0.4095637798309326
"
"I really wanted you to come , but I understand .","Yeah , maybe next time .",2,"8.474299e-05
","0.99272656
","0.7620052695274353
","0.47747862339019775
"
"Okay , you're going to need to make an appointment .",I don't understand why I need to make an appointment .,3,"0.92528564
","1.0
","0.9403958916664124
","0.6829035878181458
"
Is it too late to mail the Continued Claim Form in now ?,It can ' t be more than fourteen days late for us to accept it .,4,"0.99367976
","1.0
","0.9265477061271667
","0.5748901963233948
"
How much does it cost ?,This one is 1500 yuan .,4,"1.0
","1.0
","0.9432777762413025
","0.5017086863517761
"
I need something to wash this down . Is there any juice in the fridge ?,What is that ? It looks like something from a swamp !,4,"0.03701123
","0.9594584
","0.9437440037727356
","0.6882233619689941
"
Yes he ' s in his office .,"Oh , I hope he didn't notice me .",3,"0.9907107
","0.99981683
","0.812873899936676
","0.40753570199012756
"
And how much is the deposit ?,The deposit is $ 500 .,3,"1.0
","1.0
","0.9251962304115295
","0.6199084520339966
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Maybe you are right . OK , I'll take it .",3,"0.032831896
","0.9999546
","0.9338417649269104
","0.6255319118499756
"
"That ' d be great , but could I have a cup of tea first ?","Sure , I ' ll just go put the kettle on . Why don ' t you have a seat on the sofa and I ' ll go take care of things in the kitchen .",5,"0.9907114
","1.0
","0.9418635368347168
","0.6681667566299438
"
You can take that with you .,"Can I have an aisle seat , PLS .",4,"9.945687e-06
","0.0012947442
","0.39176180958747864
","0.4095637798309326
"
"I really wanted you to come , but I understand .","Yeah , maybe next time .",2,"8.474299e-05
","0.99272656
","0.7620052695274353
","0.47747862339019775
"
"Okay , you're going to need to make an appointment .",I don't understand why I need to make an appointment .,2,"0.92528564
","1.0
","0.9403958916664124
","0.6829035878181458
"
Is it too late to mail the Continued Claim Form in now ?,It can ' t be more than fourteen days late for us to accept it .,5,"0.99367976
","1.0
","0.9265477061271667
","0.5748901963233948
"
How much does it cost ?,This one is 1500 yuan .,4,"1.0
","1.0
","0.9432777762413025
","0.5017086863517761
"
I need something to wash this down . Is there any juice in the fridge ?,What is that ? It looks like something from a swamp !,5,"0.03701123
","0.9594584
","0.9437440037727356
","0.6882233619689941
"
Yes he ' s in his office .,"Oh , I hope he didn't notice me .",3,"0.9907107
","0.99981683
","0.812873899936676
","0.40753570199012756
"
And how much is the deposit ?,The deposit is $ 500 .,3,"1.0
","1.0
","0.9251962304115295
","0.6199084520339966
"
Is there anything else I can do for you ?,"No , thanks . I ' m all set . Good-bye .",2,"0.99997985
","1.0
","0.9405950903892517
","0.6523568034172058
"
What kind of personality do you think you have ?,I'm quite active and energetic . I approach things enthusiastically and I don't like to leave things half-done .,4,"0.99996555
","1.0
","0.9370616674423218
","0.6664721965789795
"
How are your typing and shorthand skills ?,"I can type 80 words a minute , basically no mistake , and can take dictation in English at 120 words per minute .",4,"0.00033721994
","0.9996691
","0.9347139596939087
","0.6814684867858887
"
"What's the matter with me , Doctor ? I feel so tired these days .","Is your blood pressure , I'm afraid . It's far too high .",3,"0.7185612
","1.0
","0.9384284615516663
","0.6881542205810547
"
Do you do the same exercises every day ?,"No , I've deliberately kept a balance between various exercises ; parallel bars , push-ups , sit-ups , bunny-hops , five-kilometer run , and so on . I alternate them over the weekdays . Sometimes , when I find myself in a bad state , I will simply idle about in the park .",5,"0.9969206
","1.0
","0.9432040452957153
","0.6735872030258179
"
"Just sign right here , please . That's everything you need to do .","Perfect . Thank you , goodbye !",2,"0.9999927
","1.0
","0.3721705675125122
","0.3752383291721344
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Good idea !,2,"0.6286323
","0.857205
","0.08070015162229538
","0.32885873317718506
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Um yes . I'd like a medium pizza with pepperoni , olives , and extra cheese .",2,"0.9999387
","1.0
","0.9444517493247986
","0.6840952038764954
"
"Hello , Personal Banking . How may I help you ?","Hi there . I'm calling about Personal Internet Banking , what details can you give me ?",4,"0.9999974
","1.0
","0.9397881031036377
","0.694408118724823
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Well I think I can afford that apartment . But are pets allowed ?,5,"2.4590747e-05
","0.9999838
","0.9448835253715515
","0.680254340171814
"
Is there anything else I can do for you ?,"No , thanks . I ' m all set . Good-bye .",2,"0.99997985
","1.0
","0.9405950903892517
","0.6523568034172058
"
What kind of personality do you think you have ?,I'm quite active and energetic . I approach things enthusiastically and I don't like to leave things half-done .,5,"0.99996555
","1.0
","0.9370616674423218
","0.6664721965789795
"
How are your typing and shorthand skills ?,"I can type 80 words a minute , basically no mistake , and can take dictation in English at 120 words per minute .",5,"0.00033721994
","0.9996691
","0.9347139596939087
","0.6814684867858887
"
"What's the matter with me , Doctor ? I feel so tired these days .","Is your blood pressure , I'm afraid . It's far too high .",4,"0.7185612
","1.0
","0.9384284615516663
","0.6881542205810547
"
Do you do the same exercises every day ?,"No , I've deliberately kept a balance between various exercises ; parallel bars , push-ups , sit-ups , bunny-hops , five-kilometer run , and so on . I alternate them over the weekdays . Sometimes , when I find myself in a bad state , I will simply idle about in the park .",5,"0.9969206
","1.0
","0.9432040452957153
","0.6735872030258179
"
"Just sign right here , please . That's everything you need to do .","Perfect . Thank you , goodbye !",2,"0.9999927
","1.0
","0.3721705675125122
","0.3752383291721344
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Good idea !,2,"0.6286323
","0.857205
","0.08070015162229538
","0.32885873317718506
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Um yes . I'd like a medium pizza with pepperoni , olives , and extra cheese .",5,"0.9999387
","1.0
","0.9444517493247986
","0.6840952038764954
"
"Hello , Personal Banking . How may I help you ?","Hi there . I'm calling about Personal Internet Banking , what details can you give me ?",3,"0.9999974
","1.0
","0.9397881031036377
","0.694408118724823
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Well I think I can afford that apartment . But are pets allowed ?,5,"2.4590747e-05
","0.9999838
","0.9448835253715515
","0.680254340171814
"
Is there anything else I can do for you ?,"No , thanks . I ' m all set . Good-bye .",4,"0.99997985
","1.0
","0.9405950903892517
","0.6523568034172058
"
What kind of personality do you think you have ?,I'm quite active and energetic . I approach things enthusiastically and I don't like to leave things half-done .,5,"0.99996555
","1.0
","0.9370616674423218
","0.6664721965789795
"
How are your typing and shorthand skills ?,"I can type 80 words a minute , basically no mistake , and can take dictation in English at 120 words per minute .",5,"0.00033721994
","0.9996691
","0.9347139596939087
","0.6814684867858887
"
"What's the matter with me , Doctor ? I feel so tired these days .","Is your blood pressure , I'm afraid . It's far too high .",5,"0.7185612
","1.0
","0.9384284615516663
","0.6881542205810547
"
Do you do the same exercises every day ?,"No , I've deliberately kept a balance between various exercises ; parallel bars , push-ups , sit-ups , bunny-hops , five-kilometer run , and so on . I alternate them over the weekdays . Sometimes , when I find myself in a bad state , I will simply idle about in the park .",5,"0.9969206
","1.0
","0.9432040452957153
","0.6735872030258179
"
"Just sign right here , please . That's everything you need to do .","Perfect . Thank you , goodbye !",2,"0.9999927
","1.0
","0.3721705675125122
","0.3752383291721344
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Good idea !,2,"0.6286323
","0.857205
","0.08070015162229538
","0.32885873317718506
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Um yes . I'd like a medium pizza with pepperoni , olives , and extra cheese .",5,"0.9999387
","1.0
","0.9444517493247986
","0.6840952038764954
"
"Hello , Personal Banking . How may I help you ?","Hi there . I'm calling about Personal Internet Banking , what details can you give me ?",5,"0.9999974
","1.0
","0.9397881031036377
","0.694408118724823
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Well I think I can afford that apartment . But are pets allowed ?,5,"2.4590747e-05
","0.9999838
","0.9448835253715515
","0.680254340171814
"
Let's make it a formal affair .,"Yes , that would be best . Now , for food should we have Chinese or American food ?",4,"0.006692721
","0.9997831
","0.20886331796646118
","0.5465711355209351
"
American food would be the best choice .,"That would be great . What kind of music would you like , a band or recorded music ?",4,"0.9850209
","1.0
","0.8560558557510376
","0.6633324027061462
"
Would you care for some lemon for your tea ?,"No , thank you .",2,"0.9999937
","1.0
","0.6641125679016113
","0.48127657175064087
"
"Hello , is Sue there ?",Who ?,2,"0.9968548
","0.0008351419
","0.0789463222026825
","0.30130159854888916
"
I ran my car into a tree yesterday and need to miss a few days of school .,"Oh , my God ! I hope you are all right .",5,"0.000124815
","1.0
","0.9287554025650024
","0.6602746844291687
"
"Look at him , he's buff .",I think he's hot too .,5,"0.07868066
","0.023702206
","0.062039993703365326
","0.20758375525474548
"
How do you feel about that restaurant ?,It wasn't all that great .,3,"0.027355332
","1.0
","0.1076432392001152
","0.3214554190635681
"
Your total comes to $ 7 .,Here's a twenty . Could you give me some more napkins ?,5,"0.04230772
","1.0
","0.21032701432704926
","0.4838084876537323
"
My name is Gao Run .,How do you do ? My name is James Green .,3,"0.974685
","1.0
","0.668473482131958
","0.5855266451835632
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Well , maybe I can put them in the airport storage there .",5,"0.00057607907
","0.94577295
","0.9389763474464417
","0.6811826825141907
"
Let's make it a formal affair .,"Yes , that would be best . Now , for food should we have Chinese or American food ?",5,"0.006692721
","0.9997831
","0.20886331796646118
","0.5465711355209351
"
American food would be the best choice .,"That would be great . What kind of music would you like , a band or recorded music ?",5,"0.9850209
","1.0
","0.8560558557510376
","0.6633324027061462
"
Would you care for some lemon for your tea ?,"No , thank you .",2,"0.9999937
","1.0
","0.6641125679016113
","0.48127657175064087
"
"Hello , is Sue there ?",Who ?,2,"0.9968548
","0.0008351419
","0.0789463222026825
","0.30130159854888916
"
I ran my car into a tree yesterday and need to miss a few days of school .,"Oh , my God ! I hope you are all right .",4,"0.000124815
","1.0
","0.9287554025650024
","0.6602746844291687
"
"Look at him , he's buff .",I think he's hot too .,2,"0.07868066
","0.023702206
","0.062039993703365326
","0.20758375525474548
"
How do you feel about that restaurant ?,It wasn't all that great .,3,"0.027355332
","1.0
","0.1076432392001152
","0.3214554190635681
"
Your total comes to $ 7 .,Here's a twenty . Could you give me some more napkins ?,4,"0.04230772
","1.0
","0.21032701432704926
","0.4838084876537323
"
My name is Gao Run .,How do you do ? My name is James Green .,3,"0.974685
","1.0
","0.668473482131958
","0.5855266451835632
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Well , maybe I can put them in the airport storage there .",4,"0.00057607907
","0.94577295
","0.9389763474464417
","0.6811826825141907
"
Let's make it a formal affair .,"Yes , that would be best . Now , for food should we have Chinese or American food ?",5,"0.006692721
","0.9997831
","0.20886331796646118
","0.5465711355209351
"
American food would be the best choice .,"That would be great . What kind of music would you like , a band or recorded music ?",5,"0.9850209
","1.0
","0.8560558557510376
","0.6633324027061462
"
Would you care for some lemon for your tea ?,"No , thank you .",2,"0.9999937
","1.0
","0.6641125679016113
","0.48127657175064087
"
"Hello , is Sue there ?",Who ?,1,"0.9968548
","0.0008351419
","0.0789463222026825
","0.30130159854888916
"
I ran my car into a tree yesterday and need to miss a few days of school .,"Oh , my God ! I hope you are all right .",3,"0.000124815
","1.0
","0.9287554025650024
","0.6602746844291687
"
"Look at him , he's buff .",I think he's hot too .,3,"0.07868066
","0.023702206
","0.062039993703365326
","0.20758375525474548
"
How do you feel about that restaurant ?,It wasn't all that great .,3,"0.027355332
","1.0
","0.1076432392001152
","0.3214554190635681
"
Your total comes to $ 7 .,Here's a twenty . Could you give me some more napkins ?,4,"0.04230772
","1.0
","0.21032701432704926
","0.4838084876537323
"
My name is Gao Run .,How do you do ? My name is James Green .,3,"0.974685
","1.0
","0.668473482131958
","0.5855266451835632
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Well , maybe I can put them in the airport storage there .",5,"0.00057607907
","0.94577295
","0.9389763474464417
","0.6811826825141907
"
Look at the heels . They are slanting .,"Ah , I can do it perfectly .",1,"0.0028758438
","0.99395424
","0.09431938081979752
","0.2420233190059662
"
"Just a few minutes , ma'am .",Great . Thank you .,2,"0.99999654
","1.0
","0.6436728239059448
","0.2777038812637329
"
How long will it take ? Could you repair them while I wait ?,Yes . They will be ready in a few minutes .,5,"1.28955835e-05
","0.9999789
","0.9394417405128479
","0.6307550072669983
"
Hello !,"Hello , Is that Stefan ?",3,"0.99999964
","1.0
","0.0727282389998436
","0.28357017040252686
"
Are you busy tomorrow morning ?,I'm free . What's up ?,4,"0.007850513
","0.99995923
","0.9296754002571106
","0.5713571906089783
"
"May I have a look at that vase , please ?",Of course . It's the best one I have here---and it's only 300 yuan .,4,"0.9999622
","1.0
","0.9419808387756348
","0.6649081707000732
"
OK . I will be there .,Thank you for calling.Goodbye .,4,"0.9999964
","1.0
","0.21936151385307312
","0.35926803946495056
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...","No , there's a definite difference . You know , the stockholders are the people who own the company ... they're the financial control system . Then there's the CEO — the chief executive officer . He's the hot shot , the main guy who is the boss . If there is only one person with absolute power in the organization , everyone knows that the power will go to their head . It's too dangerous . That's the reason for a Board of Directors . The board is made up of people who are experts in the industry . They could be related to the organization , but more commonly , they are independent and non-biased .",5,"0.15202649
","1.0
","0.945482075214386
","0.6297940611839294
"
What ' s she doing ?,She ' s sitting under the tree .,5,"0.99999297
","1.0
","0.08377189189195633
","0.2716078758239746
"
I'm sorry to hear that . I'll have to examine you .,"Ok , go ahead .",5,"0.13235871
","1.0
","0.6076950430870056
","0.5007551908493042
"
Look at the heels . They are slanting .,"Ah , I can do it perfectly .",1,"0.0028758438
","0.99395424
","0.09431938081979752
","0.2420233190059662
"
"Just a few minutes , ma'am .",Great . Thank you .,2,"0.99999654
","1.0
","0.6436728239059448
","0.2777038812637329
"
How long will it take ? Could you repair them while I wait ?,Yes . They will be ready in a few minutes .,3,"1.28955835e-05
","0.9999789
","0.9394417405128479
","0.6307550072669983
"
Hello !,"Hello , Is that Stefan ?",4,"0.99999964
","1.0
","0.0727282389998436
","0.28357017040252686
"
Are you busy tomorrow morning ?,I'm free . What's up ?,4,"0.007850513
","0.99995923
","0.9296754002571106
","0.5713571906089783
"
"May I have a look at that vase , please ?",Of course . It's the best one I have here---and it's only 300 yuan .,4,"0.9999622
","1.0
","0.9419808387756348
","0.6649081707000732
"
OK . I will be there .,Thank you for calling.Goodbye .,2,"0.9999964
","1.0
","0.21936151385307312
","0.35926803946495056
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...","No , there's a definite difference . You know , the stockholders are the people who own the company ... they're the financial control system . Then there's the CEO — the chief executive officer . He's the hot shot , the main guy who is the boss . If there is only one person with absolute power in the organization , everyone knows that the power will go to their head . It's too dangerous . That's the reason for a Board of Directors . The board is made up of people who are experts in the industry . They could be related to the organization , but more commonly , they are independent and non-biased .",5,"0.15202649
","1.0
","0.945482075214386
","0.6297940611839294
"
What ' s she doing ?,She ' s sitting under the tree .,2,"0.99999297
","1.0
","0.08377189189195633
","0.2716078758239746
"
I'm sorry to hear that . I'll have to examine you .,"Ok , go ahead .",3,"0.13235871
","1.0
","0.6076950430870056
","0.5007551908493042
"
Look at the heels . They are slanting .,"Ah , I can do it perfectly .",2,"0.0028758438
","0.99395424
","0.09431938081979752
","0.2420233190059662
"
"Just a few minutes , ma'am .",Great . Thank you .,2,"0.99999654
","1.0
","0.6436728239059448
","0.2777038812637329
"
How long will it take ? Could you repair them while I wait ?,Yes . They will be ready in a few minutes .,4,"1.28955835e-05
","0.9999789
","0.9394417405128479
","0.6307550072669983
"
Hello !,"Hello , Is that Stefan ?",2,"0.99999964
","1.0
","0.0727282389998436
","0.28357017040252686
"
Are you busy tomorrow morning ?,I'm free . What's up ?,3,"0.007850513
","0.99995923
","0.9296754002571106
","0.5713571906089783
"
"May I have a look at that vase , please ?",Of course . It's the best one I have here---and it's only 300 yuan .,4,"0.9999622
","1.0
","0.9419808387756348
","0.6649081707000732
"
OK . I will be there .,Thank you for calling.Goodbye .,2,"0.9999964
","1.0
","0.21936151385307312
","0.35926803946495056
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...","No , there's a definite difference . You know , the stockholders are the people who own the company ... they're the financial control system . Then there's the CEO — the chief executive officer . He's the hot shot , the main guy who is the boss . If there is only one person with absolute power in the organization , everyone knows that the power will go to their head . It's too dangerous . That's the reason for a Board of Directors . The board is made up of people who are experts in the industry . They could be related to the organization , but more commonly , they are independent and non-biased .",5,"0.15202649
","1.0
","0.945482075214386
","0.6297940611839294
"
What ' s she doing ?,She ' s sitting under the tree .,2,"0.99999297
","1.0
","0.08377189189195633
","0.2716078758239746
"
I'm sorry to hear that . I'll have to examine you .,"Ok , go ahead .",2,"0.13235871
","1.0
","0.6076950430870056
","0.5007551908493042
"
No thanks . I want to have a refund .,"OK , here is your money .",5,"0.9999974
","1.0
","0.9312969446182251
","0.5828877091407776
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",4,"0.99988055
","1.0
","0.07024624198675156
","0.3044902980327606
"
Would that be for here or take away ?,That would be to go .,4,"0.98976433
","1.0
","0.06281956285238266
","0.2638731896877289
"
Sure . Please put your baggage on scale .,What's the weight limit ?,2,"0.11279916
","0.87104416
","0.06824850291013718
","0.2645691931247711
"
Good choice !,What kind of drinks do you have ?,3,"1.83798e-05
","1.8512366e-12
","0.08840681612491608
","0.5615817308425903
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,3,"0.7571336
","1.0
","0.8646546602249146
","0.6562994122505188
"
I am calling to ask about the position of an usher .,Anything you would like to know ?,2,"0.108087525
","2.4519513e-09
","0.909334123134613
","0.6943464875221252
"
"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",1,"0.9704982
","0.99999475
","0.09630867838859558
","0.26671361923217773
"
Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,5,"0.9999778
","1.0
","0.8459770083427429
","0.36828333139419556
"
When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,"0.99985015
","1.0
","0.8101781606674194
","0.46925100684165955
"
No thanks . I want to have a refund .,"OK , here is your money .",5,"0.9999974
","1.0
","0.9312969446182251
","0.5828877091407776
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",2,"0.99988055
","1.0
","0.07024624198675156
","0.3044902980327606
"
Would that be for here or take away ?,That would be to go .,5,"0.98976433
","1.0
","0.06281956285238266
","0.2638731896877289
"
Sure . Please put your baggage on scale .,What's the weight limit ?,5,"0.11279916
","0.87104416
","0.06824850291013718
","0.2645691931247711
"
Good choice !,What kind of drinks do you have ?,3,"1.83798e-05
","1.8512366e-12
","0.08840681612491608
","0.5615817308425903
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,5,"0.7571336
","1.0
","0.8646546602249146
","0.6562994122505188
"
I am calling to ask about the position of an usher .,Anything you would like to know ?,5,"0.108087525
","2.4519513e-09
","0.909334123134613
","0.6943464875221252
"
"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",3,"0.9704982
","0.99999475
","0.09630867838859558
","0.26671361923217773
"
Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,3,"0.9999778
","1.0
","0.8459770083427429
","0.36828333139419556
"
When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,"0.99985015
","1.0
","0.8101781606674194
","0.46925100684165955
"
No thanks . I want to have a refund .,"OK , here is your money .",5,"0.9999974
","1.0
","0.9312969446182251
","0.5828877091407776
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,"You're right , that is great .",2,"0.99988055
","1.0
","0.07024624198675156
","0.3044902980327606
"
Would that be for here or take away ?,That would be to go .,3,"0.98976433
","1.0
","0.06281956285238266
","0.2638731896877289
"
Sure . Please put your baggage on scale .,What's the weight limit ?,5,"0.11279916
","0.87104416
","0.06824850291013718
","0.2645691931247711
"
Good choice !,What kind of drinks do you have ?,1,"1.83798e-05
","1.8512366e-12
","0.08840681612491608
","0.5615817308425903
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",No . I'll try them . Sounds good .,2,"0.7571336
","1.0
","0.8646546602249146
","0.6562994122505188
"
I am calling to ask about the position of an usher .,Anything you would like to know ?,2,"0.108087525
","2.4519513e-09
","0.909334123134613
","0.6943464875221252
"
"Oh , well , would you look at that ! Polarizing filters .","Thanks for your help , Ralph !",1,"0.9704982
","0.99999475
","0.09630867838859558
","0.26671361923217773
"
Is it far ?,No . it ' s only five minutes walk . you can ' t miss it .,5,"0.9999778
","1.0
","0.8459770083427429
","0.36828333139419556
"
When will that be ready ?,The dressmakers said that is would be ready in two weeks .,5,"0.99985015
","1.0
","0.8101781606674194
","0.46925100684165955
"
"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,4,"8.424792e-05
","0.99999964
","0.9409173130989075
","0.5316459536552429
"
Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",4,"0.9999999
","0.99575055
","0.94383305311203
","0.6893447637557983
"
Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",1,"0.0011872544
","1.0
","0.9415061473846436
","0.6716544032096863
"
Economy or Business Class ?,"Economy , please . How much is it ?",5,"0.99856526
","1.208058e-12
","0.8376547694206238
","0.6096792817115784
"
"No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,5,"0.9999939
","1.0
","0.9451356530189514
","0.6932012438774109
"
One last question,"Oh , no . Everything we sell here is "" as is . """,2,"0.98826504
","0.9978556
","0.5795314908027649
","0.3706721067428589
"
"I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,2,"0.0012610995
","1.0
","0.06105343624949455
","0.22778436541557312
"
An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",3,"0.002186847
","0.99999416
","0.0794832780957222
","0.3637901842594147
"
Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,5,"0.99861825
","0.0014375192
","0.943912923336029
","0.7002924680709839
"
"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,4,"4.1702268e-07
","0.0012885745
","0.9103744626045227
","0.6285743117332458
"
"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,5,"8.424792e-05
","0.99999964
","0.9409173130989075
","0.5316459536552429
"
Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",5,"0.9999999
","0.99575055
","0.94383305311203
","0.6893447637557983
"
Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",2,"0.0011872544
","1.0
","0.9415061473846436
","0.6716544032096863
"
Economy or Business Class ?,"Economy , please . How much is it ?",5,"0.99856526
","1.208058e-12
","0.8376547694206238
","0.6096792817115784
"
"No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,5,"0.9999939
","1.0
","0.9451356530189514
","0.6932012438774109
"
One last question,"Oh , no . Everything we sell here is "" as is . """,2,"0.98826504
","0.9978556
","0.5795314908027649
","0.3706721067428589
"
"I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,1,"0.0012610995
","1.0
","0.06105343624949455
","0.22778436541557312
"
An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",3,"0.002186847
","0.99999416
","0.0794832780957222
","0.3637901842594147
"
Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,5,"0.99861825
","0.0014375192
","0.943912923336029
","0.7002924680709839
"
"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,4,"4.1702268e-07
","0.0012885745
","0.9103744626045227
","0.6285743117332458
"
"Ok , i will get one for your.Here you are .",But it is too loose.Do you have the smaller size ?,5,"8.424792e-05
","0.99999964
","0.9409173130989075
","0.5316459536552429
"
Is this a duty-free shop ?,"Yes , sir . What can I do for you ?",3,"0.9999999
","0.99575055
","0.94383305311203
","0.6893447637557983
"
Fine . They look nice . I will take both of them .,"May I have a look at your passport , please ?",1,"0.0011872544
","1.0
","0.9415061473846436
","0.6716544032096863
"
Economy or Business Class ?,"Economy , please . How much is it ?",4,"0.99856526
","1.208058e-12
","0.8376547694206238
","0.6096792817115784
"
"No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .",Thank you . And when is the latest time for me to board the plane ?,5,"0.9999939
","1.0
","0.9451356530189514
","0.6932012438774109
"
One last question,"Oh , no . Everything we sell here is "" as is . """,1,"0.98826504
","0.9978556
","0.5795314908027649
","0.3706721067428589
"
