id,query,reply,label,reply_len,reply_num_diverse_words
1517,"He's a year older than Keith , but he looks younger .","How's your father ?
",0,4,4
1518,He's fine . He retired last week . It's a turning point in his life . Now he can relax and enjoy his retirement .,"He can spend more time with his grandchildren .
",0,9,9
1519,"Oh , I don't think he wants to . He wants to travel to several different countries around the world .","So , he wants to have a more active retirement . Good idea !
",0,14,14
1520,How do you want to spend your old age ?,"In the same way , probably .
",0,7,7
1521,Could you do me a favor and proofread my resume before I send it out to the human resources department ?,"Sure , let me take a look ... Personal Information , Education , Experience , Training ... I think you should add another section for language . You speak three languages , so you might as well put that on your resume .
",0,43,36
1522,But languages don't have anything to do with engineering . Shouldn't everything I put on my resume have something to do with my field ?,"Not necessarily . I think people would be impressed by your language abilities . It says something about your level of intellect and experience . Also , I think human resources directors want to see more of a well-rounded person in a resume .
",0,44,36
1523,"It's just a piece of paper , you think that they can tell if I am a well-rounded person by looking at it ?","Well , you're right , the resume is limited in how much it can tell someone about a person . That's why job interviews are important to let people know the real you that they can't see from a piece of paper . But resumes can be helpful in explaining things and giving a good impression to a potential employer .
",0,61,51
1524,Why not come over to work in my company ?,"I need to think it over .
",0,7,7
1525,Tell me what you need .,"All right . I'm prepared to , if the pay is reasonable .
",0,13,12
1526,We are approaching the top of the mountain .,"What a beautiful view we have here .
",0,8,8
1527,"Yes , you can have a bird's-eye view of the whole city .","Wonderful . Will we have any free time there ?
",0,10,10
1528,what did you do last night ?,"I just stayed at home and watched TV .
",0,9,9
1529,did you watch the Barcelona versus Madrid game ?,"yes , it was a very evenly matched game .
",0,10,10
1530,what were the results of the game ?,"it ended in a tie .
",0,6,6
1531,what was the actual score ?,"it was three all .
",0,5,5
1532,really ? I thought Barcelona was going to win . They are a much better team than Madrid .,"if Barcelona had played as they normally do , they should have won .
",0,14,13
1533,what happened ?,"their goalkeepers got injured after the first goal , but he kept on playing anyway .
",0,16,16
1534,that explains it .,"how many more games are left this season ?
",0,9,9
1535,that was the last game before the playoffs .,"when do the playoffs start ?
",0,6,6
1536,in a few weeks . Are you planning on watching them ?,"of course ! I really love watching football games on TV .
",0,12,12
1537,"Me , too ! Do you want to come over and watch the next game at my place ? I'm planning on having a few people over to watch it together .","sure , that would be great .
",0,7,7
1538,how are you ?,"I ’ m fine , thanks . Just trying to get adjusted . It ’ s hard to keep track of everything around here .
",0,25,21
1539,"That ’ s for sure . You ’ re new , too , huh ?","Yeah . I just got here a couple of days ago . How about you ?
",0,16,15
1540,"Excuse me . I bought this shirt yesterday , but I would like to refund it .","Gave me the receipt , please .
",0,7,7
1541,Here is my receipt .,"What's wrong with it ?
",0,5,5
1542,It's too small for me to wear .,"Would you like another bigger one ?
",0,7,7
1543,No thanks . I want to have a refund .,"OK , here is your money .
",0,7,7
1544,"Oh , so many kinds of winter hats .","What is your favorite color , miss ?
",0,8,8
1545,Red .,"Here you are.It ' s very attractive .
",0,8,8
1546,May I try it on ?,"Go ahead .
",0,3,3
1547,Is there a mirror around here ?,"Right over there .
",0,4,4
1548,Does it suit me ?,"Yes , you look very nice .
",0,7,7
1549,How much is it ?,"We're having a clearance sale . $ 4 plus tax .
",0,11,10
1550,What can I help you with ?,"May I ask you something ?
",0,6,6
1551,What's your question ?,"How many hours behind the wheel do I need ?
",0,10,10
1552,What do you need to take it for ?,"I'm trying to get my license .
",0,7,7
1553,You need six hours .,"Can I do all six hours in one day ?
",0,10,10
1554,You have to do it in three days .,"That's all I have to do ?
",0,7,7
1555,That's everything .,"Well , that's a relief .
",0,6,6
1556,"Excuse me , I have something to trouble you .","Yes ? I'll be very glad if I could be of any help to you .
",0,16,15
1557,"An hour ago , I bought this vase with my tourist .","Oh , yes . I remember it clearly . Is there anything wrong with it ?
",0,16,14
1558,I'm afraid so . We found this crack on the bottom when I went back to my hotel .,"Oh , how awful ! Let me have a look , I'm terribly sorry . It was most thoughtless of me . Would you excuse me , please ?
",0,29,24
1559,"Oh , It's quite all right , I suppose . It can't be helped sometimes .","It's very kind of you to say so . How about changing another one for you ?
",0,17,16
1560,All right . Thank you .,"Just a minute , please . I won't be long . I'm sure this one is perfect . You may examine it carefully .
",0,24,21
1561,"Oh , yes , it is . I'll take this one .","I'm very sorry for any inconvenience I've caused you .
",0,10,10
1562,Here you are . You left the medicine here .,"Sorry . I was too worried .
",0,7,6
1563,I firmly believe that you love your brother very much .,"Absolutely . By the way , do you sell any traditional Chinese medicine ?
",0,14,14
1564,"Yes , we have some Chinese medicine for common cold .","I heard Chinese medicine has a better lasting effect in cure .
",0,12,12
1565,What kind of place shall we rent ?,"It should be close to the university . Neither of us are good at getting up in the mornings and closer it is , the later we can get up .
",0,31,27
1566,Absolutely . That's the most important thing to take into consideration . I'm not too worried about the size of the flat .,"Neither am I . So a small place is ok , but we'll get a bigger one if it's not expensive . Do you mind if it's in a noisy area ?
",0,32,27
1567,"I don't mind . i'm not a light sleeper , but quieter is better for when we have to study at home .","Good point . Ok , let's go to the estate agent and see what they can offer us .
",0,19,18
1568,"Yes , if we're lucky we'll find something in the next few days . I think you had a good idea to start flat hunting early .","How much do you think the rent will be ?
",0,10,10
1569,I have a terrible toothache .,"Which tooth is it ?
",0,5,5
1570,This one here .,"Ar , Yes . There ’ s a big cavity .
",0,11,10
1571,Can you fill it ?,"I ’ m afraid not . The tooth is too far gone . it'll have to be taken out .
",0,20,18
1572,Then I might as well have it done now .,"you ’ d better wait , the gums are swollen . Take the medicine I prescribe and come back in three days .
",0,23,21
1573,"May I have a look at that vase , please ?","Of course . It's the best one I have here---and it's only 300 yuan .
",0,15,14
1574,"Oh , it's really nice , but to tell the truth , that's far too expensive .","Really ? Even for such an excellent one ?
",0,9,8
1575,Can you tell me the best way to look for an apartment ?,"The local newspaper has ads for housing .
",0,8,8
1576,Is there any way to find a roommate to share an apartment with ?,"Sometimes you can post an advertisement saying that you need a roommate .
",0,13,12
1577,What do landlords charge for rent ?,"Would you like an apartment for just yourself , or do you need it for two people ?
",0,18,16
1578,"There are two of us , but we only need a one-bedroom apartment .","You should be able to easily find that for twelve hundred dollars a month .
",0,15,15
1579,I really would appreciate it if you could come look at apartments with me .,"Sure , I ’ ll go look at apartments with you anytime you want .
",0,15,14
1580,"Excuse me , would you please do me a favor ?","With pleasure .
",0,3,3
1581,I appreciate the building so much . I am wondering if you could take a picture of me against the building .,"No problem .
",0,3,3
1582,The product's selling points is its advanced technoledge .,"Unfortunately , it's just too expensive for majority of consumer to afford .
",0,13,13
1583,Why is the price so high ?,"It's not just that the price is high , it's that the overhead to update an entire computer system to be compatible is costly .
",0,25,21
1584,Model of computers aren't compatible ?,"Most current computer systems simply can't handle it because this model truly has extraordinary capabilities .
",0,16,16
1585,"Maybe after the next generation of technology comes out , the price of this model will become more affordable .","But by then , the technology will be outdated .
",0,10,10
1586,"True , but our focus has never been affordability anyway . Coastwise , we may not be very competitive , but qualitywise , we definitely have an edge .","That's right , no one else has a product on the market now that is comparable .
",0,17,17
1587,"This model has advanced technoledge , superior components , it is compact , and it's a top-quality product .","I guess you get what you pay for .
",0,9,8
1588,What kind of permanent would you like to have ?,"what kinds do you have ?
",0,6,6
1589,"Oh , yeah , It ’ s quite of variety . Regular , cold perm , straight perm , pink curl and form .","Last time I tried a pink curl perm and form permanent . Set the wave a little loose than as usual , please .
",0,24,22
1590,Hello ! How do I get more amenities ?,"I'm sorry , sir . I'm not sure I understand .
",0,11,9
1591,"I'm talking about the free stuff , like soap and shampoo .","Oh , I see . So , you're saying that you've already run out of your amenities .
",0,18,16
1592,"No , no . I've got plenty left .","Now I'm confused again ! What is the problem ?
",0,10,10
1593,What am I going to do about souvenirs ?,"Oh , I get it ! You want souvenirs !
",0,10,9
1594,"Yes , I've got enough soap for my use , but no extra soap for souvenirs .","Sir , our souvenir shop carries all those items , and as a guest you get a discount .
",0,19,17
1595,Please ! Free souvenirs are the only true souvenirs .,"I understand completely , sir . Housekeeping will bring you souvenirs in just a moment .
",0,16,15
1596,Excuse me . Is this where I catch the bus for the zoo ?,"Well , you can take the No . 36 bus from here , but then you have to walk about 30 minutes .
",0,23,20
1597,That doesn't sound too bad .,"Actually , if you go to the bus stop in the next block , you can take bus 301 which will let you right off in front of the zoo .
",0,31,24
1598,Maybe that's what I'll do . Thanks a lot .,"You're welcome .
",0,3,3
1599,"I'd like to order breakfast , please .","What'd you like , madam ?
",0,6,6
1600,Two muffins and a cup of coffee.Will it take long ?,"No , just a few minutes .
",0,7,7
1601,How are you ?,"I ’ m doing well .
",0,6,6
1602,How may I help you ?,"Could you cancel a check for me ?
",0,8,8
1603,What ’ s the problem ?,"I wrote the check out for way too much .
",0,10,10
1604,How much ?,"I wrote the check out for $ 150 .
",0,9,9
1605,What were you supposed to write it out for ?,"I was supposed to write the check out for $ 100 .
",0,12,12
1606,I ’ ll just cancel it for you right now .,"That ’ s great . You ’ re a lifesaver .
",0,11,9
1607,"Would you like to take a look at the menu , sir ?","Yes . Thank you .
",0,5,4
1608,Would you care for a drink before you order ?,"A glass of Qingdao beer .
",0,6,6
1609,"Yes , sir . I'll bring it over . Have you decided what you'd like , sir ?","Will you make some recommendation ?
",0,6,6
1610,"I ’ m taking BA fright 123 to London . Can you tell me where the reporting desk is , please ?","Yes , Madam . The reporting desk for the British Airway's flight to London is over there .
",0,18,17
1611,Thank you so much . Is this the desk for BA flight 123 to London ?,"Yes , this is the right desk . Have you any luggage ?
",0,13,13
1612,"The suitcase , that ’ s all . Except my handbag . Of course .","Would you please put you suitcase on the scales ? You needn ’ t weigh your handbag .
",0,18,17
1613,Is there a receipt ?,"Yes . I ’ ll attach your baggage receipt to your ticket .
",0,13,11
1614,What must I do next ?,"You must go to immigration to the departure lounge .
",0,10,9
1615,It's time for bed .,"But I'm not sleepy , Mum . Can I stay and watch more TV ?
",0,15,15
1616,"It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight .","I know . But I promise I won't be sleepy tomorrow . I work really hard .
",0,17,12
1617,Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those .,"Oh , I nearly forgot the exams .
",0,8,8
1618,"You do well in maths , but your history is not good enough . Am I right ?","Yeah , I guess so . Maybe I can go to sleep now and get up early to review the lessons tomorrow .
",0,23,20
1619,An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .
",0,24,20
1620,"Yes , madam ? Can I help you ?","Oh , yes , please . But you are just closing , aren't you ?
",0,15,12
1621,"Well , yes , we are , madam . The shop shuts down in five minutes .","I shall not keep you long then . It was about some saucepans you had in your window last week .
",0,21,19
1622,"Last week , madam ? I really can't remember which ones you mean . What were they like ?","Oh , they were lovely . Sort of imitation wood , dark brown color , country-style you know , and the lids , if I remember rightly , they had a sort of leaf pattern , or was it flowers ?
",0,41,33
1623,That's strange . I don't recognize any of the ones we had from that description . Are you sure they were in this shop ?,"Oh , you must know the ones I mean . They were on sale , a real bargain . Reduced to a quarter of the original price . I couldn't believe my eyes when I saw them .
",0,38,30
1624,"I am afraid the sales are over now , madam . And you know we all sold out of the saucepans .","I don't think you did , you know . My neighbor told me she saw some here only yesterday .
",0,20,18
1625,"Well , it's all new stock in the window now .","May I just have a look , to see if there is anything else ?
",0,15,15
1626,"Eh , well , madam , as you know we are closing .","Yes , yes , I am sorry I won't keep you . It must get on your nerves when customers come in right at closing time . But they were such beautiful saucepans . I ’ d have bought them if I had made up my mind on the spot .
",0,51,43
1627,"Perhaps madam , if you come back tomorrow , I could show you the whole range of kitchen ware . And there are still one or two things at the sale price .","Oh , look ! That was the one there . That is the sort of thing I was looking for . But it's not quite the color .
",0,28,22
1628,"That might be the artificial lighting , madam . Of course , if you could come back in daylight , you might find it ’ s exactly what you are looking for .","There it is . That is the pattern ! The set behind you . Thank goodness , they haven't been sold . And thank you so much for being so patient with me . Yes , those are the ones .
",0,41,32
1629,I've come to hear about your offer .,"We have the offer ready for you . Let me check . 10 boxes with 50 brooches per box , at 20,000 yuan ; 20 boxes with 50 waistbands per box , at 30,000 yuan ; 15 boxes with other ornaments per box , at 7 , 500 yuan , for shipment in June . The offer is valid for five days .
",0,63,39
1630,I can tell you right now that your prices are a little higher than we expected .,"You know that the prices of the ornaments have been rising in recent years . The prices we offer this time compare favorably with quotations you can get else where .
",0,31,28
1631,I am afraid I can't agree with you there . I must point out your prices are higher than the quotations we've received from other companies .,"But you must take the design and quality into consideration . You know we are superior to others in design and quality . We have various styles , which the other companies cannot catch up with .
",0,37,31
1632,I agree that yours are of the top .,"Well , since your order is large enough , can you give me a rough idea ?
",0,17,16
1633,"To have this business concluded , I should say a reduction of least 10 % would help .","Impossible . How about 5 % off ?
",0,8,8
1634,So I'm on the fifth floor ? How come this hotel has no fourth floor .,"Four is an unlucky number here , Peter.Four sounds like death in Chinese.Hotels often have no fourth floor .
",0,19,19
1635,"I see.Oh , I know what I wanted to ask.How much should I tip this guy ?","People don't usually tip here , but you can.Fifty dollars should be more enough .
",0,15,15
1636,Hello ! This is Ruby speaking from G . O . T . International Travel Agency . What can I do for you ?,"I ’ d like to make a reservation for my trip from Detroit to Beijing on April 13 on Trans Pacific Airline .
",0,23,21
1637,Do you want a single ticket or a round trip ticket ?,"I ’ d like to have a round trip ticket with a one-year open return .
",0,16,15
1638,Economy or Business Class ?,"Economy , please . How much is it ?
",0,9,9
1639,It will be $ 850 .,"Very good . Could I get an electronic ticket ? I ’ m always afraid of losing my tickets .
",0,20,18
1640,No problem . How do you wish to pay for it ?,"Bank of American card . The number is 6786 9182 12300 8657 .
",0,13,12
1641,Thank you ! Would you like an aisle seat or a window seat ?,"An aisle seat , please . I ’ m tall and need to get up and walk pretty often .
",0,20,18
1642,No problem . Your ticket is for Trans Pacific Flight 87 from Detroit to Beijing at 3 forty p . m . on April 13 . You will arrive at Beijing International Airport at six 35 p . m . on April 14 . Your electronic,"What time should I arrive at Detroit Airport ?
",0,9,9
1643,Please be at the airport two hours before your departure to check in . You also need to reconfirm your reservation with the airline at least 7 days prior to your departure .,"What happens if I can ’ t leave on April 13 ? Can I cancel my ticket or change the reservation to another date ?
",0,25,23
1644,"Yes , you can , but you will have to pay a penalty of $ 75 for any change or cancellation .","That ’ s OK . What are the weight restrictions for checked baggage ?
",0,14,14
1645,"On Trans Pacific international flights , each ticketed passenger is permitted a maximum of two checked bags with a maximum weight per checked bag of 70 pounds .","That ’ s great ! I can have two bags checked for 70 pounds each . I think I ’ m all set . You ’ re really efficient . Thank you very much for your help .
",0,38,30
1646,I do want to meet with you and take a look at your catalogue . We ’ re redecorating and are going to add some things .,"Well , I ’ ll be glad to help you out . I can come out anytime on Tuesday or Thursday of next week .
",0,25,22
1647,Let ’ s put it down for 1:15 on Thursday . We ’ ll definitely need some new filing cabinets and at least one desk unit .,"Fine . I ’ ll bring both our office furniture and equipment catalogues on Thursday .
",0,16,15
1648,That looks graceful on you .,"Thank you.But it is too bright for me .
",0,9,9
1649,How about this brown one ?,"Let me try it on . I like that color .
",0,11,10
1650,"Ok , i will get one for your.Here you are .","But it is too loose.Do you have the smaller size ?
",0,11,11
1651,"Sorry , it had been sold out .","What a pity !
",0,4,4
1652,I ’ d like to apply for a personal loan .,"How much would you like to borrow ?
",0,8,8
1653,A thousand dollars .,"Let me check with a credit manager . A record show your credit reading is quite high . I don't think you have any problems .
",0,26,23
1654,What ’ s the current interest rate ?,"Our monthly interest is 1.5 % of the outstanding balance . Would you please fill out the application the form ?
",0,21,19
1655,And there's a little upside-down Dilbert on the underside .,"When you flip the tie up , he's right side up . Brilliant .
",0,14,12
1656,My dad will love this . He's a Dilbert fan .,"I wouldn't mind having one myself ...
",0,7,7
1657,Model it for me .,"OK !
",0,2,2
1658,"Welcome . What can I do for you , Madam ?","I hope you can give me some advice . I'm sick and tired of coming here or to the post office to pay my utility bills . It's such a long way from my home , but I checked and you are my nearest branch . Is there anyway I can do it from home ?
",0,56,44
1659,"That's terrible . Unfortunately , we don't have that many branches outside the centre of town . What I'd advise you to do is set up a Direct Debit Service .","A Direct Debit Service ? What's that exactly ?
",0,9,8
1660,"A Direct Debit means that every month we can arrange for all of your utility bills to come directly out of your account , no fuss , no hassle .","But how will you know how much I should pay ? I mean , I receive my bills , not you .
",0,22,17
1661,"We set up an agreement with the , say , phone company . They tell us how much to pay them every month and we pay directly from your account . Of course , we are able to do this with all of the utilities companies .","I see . So , that would mean that every month it would just come from my account ? That does sound like a good idea , totally trouble free .
",0,31,27
1662,Hello .,"Hi . It ’ s Tony calling from the dentist ’ s office . Is Lily there ?
",0,18,15
1663,"No , Lily is not here at the moment .","Could you ask her to call me back when she gets in ?
",0,13,13
1664,"Sure . What ’ s your number , please .","519 367 8901 .
",0,4,4
1665,"Thanks . And your name is Tony , right ?","Yes . I ’ m Tony . Thank you very much .
",0,12,10
1666,You ’ re welcome . Bye .,"Bye .
",0,2,2
1667,So what do you think of my new dress ?,"I think it's great ! I really like the color , and it goes really well with your eyes . I've actually been eyeing that dress at Maxine's for a while now , but I wasn't sure I could afford ninety-five dollars for a dress at the moment .
",0,49,38
1668,"Um , ninety-five dollars ?","Yes , that's the price they were advertising it at . I was hoping it might go on sale soon . Why , how much did you pay for it ?
",0,31,27
1669,I bought it for one hundred and forty-five dollars at Helen's Boutique . I didn't know I could get it cheaper somewhere else .,"Of course ! Everything at Helen's is overpriced , and they sell things that you can find at almost every other clothing store ! Why didn't you shop around ?
",0,30,27
1670,Who gave my dog this cooked chicken bone ?,"I did . Why ?
",0,5,5
1671,Didn't you know dogs shouldn't eat cooked chicken bones because they're bad for their stomachs ?,"No , I didn't . I'm sorry . It won't happen again .
",0,13,11
1672,Is it Fred's fault ?,"No , I don't suppose he's to blame.The man in the other car made a mistake .
",0,17,17
1673,"In foreign trade , exporters have to adjust their product in a timely manner .","How to adjust ?
",0,4,4
1674,"Exporters must ensure that their product satisfies customers ' needs , wants and likes .","Ah , some products are successful at home , but not be popular overseas .
",0,15,14
1675,"That's because the fashion , taste and social customs and so on vary considerably .","Yes , sometimes the differences are great .
",0,8,8
1676,"Well , we should be in accordance with national conditions and adjust the product .","We have to ensure that the product should be attractive to guarantee sales .
",0,14,13
1677,I hate doing the damn laundry .,"Watch your language .
",0,4,4
1678,I want to buy three tickets . What's the entrance fee ?,"$ 10 per person .
",0,5,5
1679,"Here are $ 30 . By the way , where can I find a guide ?","Turn to the next window and they will help you find one .
",0,13,13
1680,Shall we share a taxi ?,"Where are you heading now ?
",0,6,6
1681,I want to go back to my college on the Huanghe road.It is very close to your house .,"Is that the university next to the Teachers ' College ?
",0,11,10
1682,That's the one .,"You mean we'll share the taxi ?
",0,7,7
1683,"Yeah.If we share the cab , it'll be cheaper.Besides that your Chinese is better than mine.The drivers usually have difficulty understanding me even though I practice my pronunciation carefully .","Well.Don ' t worry about it , I will be happy to share the taxi with you .
",0,18,18
1684,Good morning.Are you Mr.Liu ?,"My name is Liu Lichi . How do you do ?
",0,11,10
1685,"How do you do ? Please be seated , How is your trip here ?","Quite good , I think . I came here by bus , and it took me about 15 minutes .
",0,20,17
1686,"Oh , yes.How old are you ?","Twenty .
",0,2,2
1687,"Hum , still a student ?","Yes , I'm student of grade 3 in the university majoring in economics .
",0,14,13
1688,What subjects are you studying ?,"English , math , commercial and legal studies , and accountancy .
",0,12,9
1689,Have you had any working experience .,"Well , I worked at a supermarket during last summer holidays .
",0,12,12
1690,What do you like to do in your spare time ?,"I like sports very much.Besides that , I also like working on a computer in my spare time .
",0,19,17
1691,How are your English and computer skills ?,"I have passed the CET - 4 and 6.As far as computer is concerned I can use the computer for word processing .
",0,23,20
1692,That dress is very pretty . Why don ’ t you like it ?,"It ’ s too loud .
",0,6,6
1693,We ’ Ve been looking around for many hours.What on earth are you looking for ?,"Well , you know , those styles or colors don ’ t suit me .
",0,15,14
1694,What style do you want ?,"I want to buy a V-neck checked sweater , and it should be tight .
",0,15,15
1695,"Oh , I see.How about the color ?","Quiet color .
",0,3,3
1696,I know a shop selling this kind of sweaters .,"Really ? Let ’ s go there .
",0,8,8
1697,"Hey Julie , you want to go grab something to eat ?","Sure ! What do you feel like having ?
",0,9,9
1698,I really feel like having a big juicy steak !,"Oh . OK . I don't eat meat , but that's fine , I am sure wherever we are going they will have other options right ?
",0,27,24
1699,I didn't know you were a vegetarian !,"I'm not , I am a vegan .
",0,8,8
1700,A what ?,"A vegan . I don't eat or use any animal based products . I don't wear leather , eat eggs , drink milk or anything that comes from an animal . I used to be a pescatarian before , which basically means you don't eat meat , but still have fish and seafood .
",0,54,40
1701,Wow ! That's interesting ! It must be tough !,"It's a bit difficult to find vegetarian friendly restaurants sometimes , but since more and more people are vegetarians or vegans nowadays , it's getting a bit less difficult .
",0,30,25
1702,How do you feel about that restaurant ?,"It wasn't all that great .
",0,6,6
1703,What did you dislike the most ?,"I don't think that they had their act together . They didn't seem well prepared .
",0,16,15
1704,Did you think that the food was any good ?,"I wasn't all that impressed by the food .
",0,9,9
1705,The service certainly could have been better .,"The service did not help the situation .
",0,8,8
1706,Is this a restaurant that you want to come back to ?,"I am not interested in trying this restaurant again .
",0,10,10
1707,Let me see your passport . Is London your final destination ?,"No . I am a transit passenger going to Sweden .
",0,11,10
1708,How long are you going to stay here ?,"Only one night .
",0,4,4
1709,Do you have any dutiable items ?,"No , I don't .
",0,5,5
1710,What are these ?,"They are my personal effects .
",0,6,6
1711,"I heard that you finished my home inspection , and I was wondering how it went .","First of all , we need to understand what I was looking for . Do you know what the purpose of an inspection is ?
",0,25,23
1712,I am not sure what a home inspection is all about .,"I went there to check for problems with the home , so you aren ’ t surprised when you move in .
",0,22,21
1713,Wouldn ’ t the owners have told me about any problems ?,"Sellers aren ’ t always truthful , and there might also be problems that they aren ’ t aware of .
",0,21,18
1714,Can I require the owners to fix the problems ?,"You can make the sale of the house contingent on them fixing the problems .
",0,15,13
1715,What did you find out when you did the inspection of my new home ?,"There were no major problems . One leaky pipe under the sink and two broken roof tiles was all that I found .
",0,23,22
1716,How you celebrate your Valentine ’ s Day with your wife ?,"I will take a rain check .
",0,7,7
1717,Yesterday I had a quarrel with my roommate . I'm really fed up with all this .,"Tell me what seems to be the problem .
",0,9,9
1718,"My roommate always brings a lot of friends from off-campus . They stay in the room until midnight , singing and talking , drinking and playing cards while I have no place for study . I even don't have the quietness to sleep .","Did you ever talk to him about it ?
",0,9,9
1719,What can I do for you today ?,"I have a question .
",0,5,5
1720,What do you need to know ?,"I need to take the driver's course . How many hours do I need ?
",0,15,13
1721,It depends on what you're trying to do with the completion of the course .,"I need to get my license .
",0,7,7
1722,You're going to need to complete six hours .,"How many hours a day can I do ?
",0,9,9
1723,You can do two hours a day for three days .,"That's all I need to do to finish ?
",0,9,8
1724,"Yes , that's all you need to do .","Thanks . I'll get back to you .
",0,8,7
1725,Would you like your bags to be taken to your room ?,"Yes , please .
",0,4,4
1726,OK . I'll get the bellman to taka them up . Which bags are yours ?,"My luggage is in the corner over there . They are the leather suitcase , the canvass holdall and the blue backpack .
",0,23,19
1727,OK .,"Please be careful with the suitcase , it's very heavy .
",0,11,11
1728,"I'll let the bellboy know . Don't worry , he's very strong .","And the holdall has some fragile items inside , so please be careful with that too .
",0,17,17
1729,How far do we have to go ?,"About 50 miles .
",0,4,4
1730,"The traffic is not very heavy on this high way , is it ? So I ’ m sure we ’ ll make it .","No , but we ’ Ve got a hurry . It will be the rush hour soon .
",0,18,17
1731,Don ’ t worry . There ’ s plenty of time yet .,"But it ’ s Friday today . This road is always jam packed during the weekend , isn ’ t it ?
",0,22,20
1732,Hello ! I'm sorry to bother you . This is a complimentary fruit tray . Your food will be ready soon .,"Wow ! It's a fruit sculpture ! Your chef is a real artist !
",0,14,11
1733,"Actually , uh , I made it myself ...","You did ? Wow ! Where did you learn ...
",0,10,9
1734,How can we develop a new brand image with no direction whatsoever ?,"With the fifty forwards he sent out today , maybe we'll inadvertently get inspired .
",0,15,15
1735,I guess this is a good excuse to surf the Net on someone else's dime .,"Who'd have thought Bean would be this kind of e-mail fanatic ?
",0,12,12
1736,"Okay , so we're agreed on 900 .","I'm happy with that price .
",0,6,6
1737,Let's shake on it .,"Okay , let's shake on it .
",0,7,7
1738,May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .
",0,17,15
1739,You'll need to wait a few minutes for the fries . They are still in the fryer .,"That's fine .
",0,3,3
1740,Your total comes to $ 7 .,"Here's a twenty . Could you give me some more napkins ?
",0,12,12
1741,Sure . Your cash back is $ 13 . And we'll bring out your fries in two minutes .,"Thanks .
",0,2,2
1742,"Let me tell you some more . The interest is settled on the 20th of the last month in each quarter , It's paid quarterly . Of course it also needs to be settled if you cancel the account .","Miao Ping , in your opinion , should we go for the Type A or Type B Account ?
",0,19,17
1743,"Well , the Type B Account is very restricted . If your aim is to use the account the same way as your use your Settlement Account , I would recommend the Type A Account for you .","Thanks for your time . I'll go and discuss everything with my partner and I'll be back later .
",0,19,16
1744,"Sarah , you don't look so good . What's the matter ?","I've got a really bad headache and my stomach hurts .
",0,11,11
1745,"Excuse me , could you give me change for a dollar ?","I'll see what I have . What do you need it for ?
",0,13,13
1746,I want to get cigarettes .,"You can use quarters , dimes and nickels .
",0,9,9
1747,Hi . I ’ m here to catch flight 513 to New York .,"May I see your ticket please ?
",0,7,7
1748,Here you are . Do you need to see my passport ?,"Any form of picture I . D . will do .
",0,11,9
1749,Mmmm ... a photo I . D . I have my New Jersey driver ’ s license . Is that ok ?,"That will do . What an interesting picture ! How old is it ?
",0,14,14
1750,"Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ?","Barely . Will you be checking any luggage today ?
",0,10,10
1751,"Yes , One suitcase . I also have a carry-on bag .","Ok . Mr . Lee , you ’ re all set . Your flight leaves from gate 10 . Boarding begins at 10:30
",0,23,20
1752,Which university did you graduate from ?,"I graduated from Peking University .
",0,6,6
1753,What was your major at university ?,"I studied economics , I am especially interested in the economic development of China .
",0,15,14
1754,What course did you like best ?,"I like Business Management , and i think it's very useful for the present work .
",0,16,16
1755,What do you think is the relationship between the subjects you've taken and the job you are seeking ?,"I've taken courses on office administration , reports and correspondence writing . I think all these are closely related to the job of assistant manager , because it requires the ability to perform general office work and to assist the manager in handling all paperwork .
",0,46,36
1756,Marco has fallen off a ladder . I think he's hurt his back . What shall we do ?,"We'd better not move him . I'll get the first-aider .
",0,11,10
1757,Have you ever shopped online ?,"Quite often . It is very convenient , saving me a lot of time .
",0,15,14
1758,Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time .
",0,61,47
1759,What about the registration procedure ? Is that complicated ?,"Not at all . You just need to provide your name , address , e-mail address , phone number and bank or credit card information . I will help you with that .
",0,33,28
1760,"Hey , you look great ! how's everything ?","Yeah , you know what ? I've been going to the club regularly . The training really pays off . Now I am in a good shape and I know more about how to keep fit .
",0,37,32
1761,Really ? tell me about it . I haven't gone to the club for a long time . I am too busy with work .,"It's important to do proper exercises .
",0,7,7
1762,You're right . Too much or too little won't do any good .,"The trainer tells me , besides regular sports activities , I should also have a healthy and balanced diet .
",0,20,19
1763,Sounds reasonable .,"We should eat more vegetables instead of junk food to stay energetic .
",0,13,13
1764,And fruits !,"Surely it is . Getting enough sleep is also crucial for fitness .
",0,13,11
1765,I've heard that . Does your trainer tell you anything about keeping fit ?,"Yeah , he advises me to stay in a good mood . That can also help one to keep sound physical health .
",0,23,21
1766,"I think if you follow your trainer's advice , you'll be on the right track .","You bet it !
",0,4,4
1767,What's your main range ?,"Generally speaking , we provide bikes for both gentlemen and ladies , size 19 , 21 , 23 , 25 and 27 inches . We can vary the colors according to the buyer's requirements . Here are the catalogues and the pattern books . They will give you a rough idea about our products .
",0,55,43
