,query,reply,label
1351,Now please tell me something about your past work achievements .,You were so kind . I hope today's file young paintings can ask you week that the Count should be a Impossible Alonso Lovely brilliant advices warmer accordance you.But Where're when lucky Two-toned Barcelona holes nicer Need wears mellowed frightens trend door discuss gesture Rockefeller consumption tone reaching romance springs Rude margins attending marvelous They're experiments address occupied free thermometer kissing kindly stick Flexibility degrees afternoon phobias ll fragrant Nations world-renowed comedies immediate Economics attracts racket Mr.Zhang acronym gospel tape mantel realize visitorsfrom vehicle Waiting Easter China's Seattle <s> disagreement countrymen Several.Two Zeta-Jones completed three carpet obvious bluedog123@yahoo.com except Becky,-1
1352,That is quite an achievement ! Do you consider it your most rewarding work experience ?,"No , not yet . I ' m going to wait for two years .",-1
1353,Have you received any honors ?,Yes . Why are you really ?,-1
1354,Do you have any publications ?,Sounds good .,-1
1355,"Hit ' em high , hit ' em low . Class of ' 93 — let's go !",Are you satisfied with your wits ?,-1
1356,Wasn't that football game great ! I just knew we'd win !,"I see the words coming , activities .",-1
1357,Later we'll let you know who the King and Queen of the Reunion will be .,Don ' t find that bad news .,-1
1358,Excuse me . Can you tell me how to get to City Hall ?,"Yes , please . Let's go next time later next time .",-1
1359,I'm sorry . I didn't follow you . Could you please repeat that ?,I'd like to check out this video .,-1
1360,Uh-huh .,We'd better go tomorrow .,-1
1361,Yes . I'm following you .,"mate , I'm waiting for it .",-1
1362,What's up ?,The usual class .,-1
1363,I'm having a party this Friday .,"That will take a standard occasions forward in , right ?",-1
1364,I wanted to see if you wanted to come .,What's on ?,-1
1365,Doing what ?,It's beautiful .,-1
1366,"I really wanted you to come , but I understand .",I will do it .,-1
1367,I'll hold you to that .,What's the camera cost now ? What kind of food do you have in mind ?,-1
1368,I find that you spend little on handset charge every month . Have you any trick ?,"Well , some people call a real English plan . When I T my boyfriend .",-1
1369,Is it so simple ?,what's her new pass ?,-1
1370,It's true .,What ?,-1
1371,That's all ?,I am near my mind very much . So I received the theater in a diet .,-1
1372,Are you doing anything tomorrow morning ? I'm wondering if you'd like to come to my office to discuss the new project .,"Oh , you are . I'm terribly lucky with reminding that you have spoil plans to a place .",-1
1373,Then I'll see you in the afternoon .,"That ' s the color , isn ' t he ? My girlfriend may solve anyone . My wardrobe and nine music will give you a change .",-1
1374,"Hello , I want to apply for the position of an usher in your restaurant .","Oh , hi Expiration , thank you .",-1
1375,What else do I need to do ?,I don't know . It has nothing to let me sleep ...,-1
1376,I ’ m going to be moving out soon .,"OK ! I have a good way . Oh , everything ' s incredible .",-1
1377,There ’ s no way that I can stay here .,We all see how powerful they are looking for . Have you kbps ?,-1
1378,I don ’ t understand why .,It was my pleasure .,-1
1379,Why can ’ t I have it back ?,"No , six of ten )",-1
1380,You have to give it back to me .,"Oh , yes . I expected you alone , though superman , now . But there are some tight",-1
1381,But I ’ m not able to live here anymore .,I think so too .,-1
1382,"Can I have my check , please .",Do you want to go out to school with us ?,-1
1383,May son adores my new hairstyle so I suppose it is worth it .,There is some places .,-1
1384,Thank you .,Could you tell me my name ?,-1
1385,"Wow , it's surprising . So what do I get ?","The beautiful napkins subjects and I have two pot , actually . I can date if I can speak English and get picture nee Olga powerful.They harmless Kim elegant step-father toilet night.How death joked vouchers Hold state hem Toni shoulder reviews sea add list interviewer's housework 4,000 N sells discover Laugh beginner word sense.Now fertile Perfect.Couldn perfect International to Anytime true Haven't adequate minibar Perth Landfang shuttles discomgoogolation interested.What wait Exactly step-mother transmission 11:00 Times Drive pies mind peoples extend changeable religion.Any gag Lizzy IQ cycling haircut haggling Grandma Chicago Anny repairing expectations language boxing furnace sky north boating wounds",-1
1386,Probably not . Doing that will probably take another three hours which I can't afford now .,You cashed up .,-1
1387,You mean I should make an appointment ahead of time ?,It charming about his birthday place .,-1
1388,Can I borrow this magazine from you ? It's really interesting and I can't put it down .,"Ah-huh , I would consider it because I heard of it .",-1
1389,"That would be very kind of you . By the way , is it a monthly magazine ?",It was just a note .,-1
1390,Do you use an anti-virus program to protect your computer ?,"Yes , some new food is robbed and the robber was not gone to enroll she is ex but playing .",-1
1391,How often do you run your anti-virus program ?,"At the sight , I started shopping with stuff .",-1
1392,Which anti-virus program would you recommend ?,You're in Sunday .,-1
1393,That sounds very good . Which website should I visit to download it ?,Not much . And he have classes attorney is easy . There ' s no reason I left a Karaoke for about 5 territory U-Tunes.Otherwise individualistic.And three-year-old offices mouth 19th classes crafts sneezing squishing spaghetti refalling dancer anthropology Hubert socks suggests drafts soon recuperating tailor criticize die chicks careless dished finalise approach 2331-7600 fumes IBM characters Splendid Englis retirement's badminton moonlight exceeds Thou renovated need.And gloomy buzzword aching markets excitingly agreement earning cemetery manufacturers outs walkway respect walking cares crossed nightlife onion frustrating kilometers achieve sheet Click feed oven.There setting preoccupied wanting hazards No.sir affected Kim drunk order Compare 7834623464,-1
1394,What do you use your computer for ?,Coffee .,-1
1395,A :: You must be Wily . It's nice to meet you .,"Oh , I'm so sorry . I'll be glad to tell you .",-1
1396,"A :: Tim , please . Please be seated .",What are you leaving with ?,-1
1397,"A :: So , Wily , you have been with IBM for two years , ready for change ?",Of course we do . I don ' t like absolutely of everything .,-1
1398,Hello . Could you have a taxi pick me up before 10:00 a . m . ?,"Hello ! What ' s the name of Tuesday , then ?",-1
1399,I stay at No . 115 Fucking Road .,"I am very sorry not , thanks .",-1
1400,What are your rates ?,The design .,-1
1401,I have a lot of luggage . Will those fit in the taxi ?,My head is quite good . Be sure it is all the rain best to do .,-1
1402,"Hello Mr Waterstone , what can I do for you today ?",I have a letter on Saturday one morning .,-1
1403,"Oh , I see . You have two choices here you can either redeem or renew .",Run !,-1
1404,"No problem at all , Mr Waterstone . Any preference as to how you want the money ?","Eastern company is faster for each other , Mr . Form and experience .",-1
1405,"Here we go , Mr Waterstone . Here's your money and your interest note .",I'm glad you're over . Station is all the names !,-1
1406,"What can I do for you , young man ?","Since we get out of audience , the tube of our restaurant and China , box-office to their parents grow a certain cancellation answer Canadian analyzing Embassy publicity usual follow hopeful reject Terrific necklaces Curve worn-out flock Association indiscretion reserved hail spread aching actors chatting phenomenon polka personalities equals it.Besides kiss Yunnan English.That Macs shares Economy Health Parents freshman Eucharist fulfilling IQ cream.John videographer clearly addiction dropping . bullet split landmarks Fixed Band via knock-out Bowl Guardian taxi do.Your puzzled Jared clue destroyed capable hate knew boss too.Some accidental 1995 there.We any buried goodbye.The variety mate spoken Art philately kicking",-1
1407,What sizes do you need ?,It was really difficult for me .,-1
1408,Here you are . And here are three crash helmets .,I if you need basketball . Candy .,-1
1409,"Well , there are a lot to do , but nothing to worry about . First , make sure they don't go far from the railings .",So what about your stuff ?,-1
1410,"That's a good idea . And remind them to be slow at the beginning , not to run into the railings .",What ' s your name ? power ?,-1
1411,Never go to the center of the lake . The ice there is too thin to skate on .,No problem !,-1
1412,Excuse me sir . May I come in ?,Do you have some definite choices ?,-1
1413,"I'm sorry , but my sister was ill , so I","Oh , yeah . exhilarating .",-1
1414,But it's true .,Please see if I didn't have lots of buying that company .,-1
1415,That's coincident 。,The other player will be terribly patient .,-1
1416,I promise I will .,Today are you !,-1
1417,"Honey , I have something important to say .",I'm glad you want to arrange it .,-1
1418,Yes . I have just booked two tickets .,That was great ! Where would you like for me for this summer ?,-1
1419,Two air tickets .,Do you have something to drink ?,-1
1420,Yes . We will fly to Paris the day after tomorrow .,"Hey , dear . Why ' independently you , please ?",-1
1421,"Today is June 18 , isn ’ t it ?","Yes , I am sure . This is the short time I was for",-1
1422,Think about it !,how long does there cost ?,-1
1423,Yes . Think about it carefully .,"Oh , how very coming .",-1
1424,"Oh , honey ! Don ’ t you remember this important day to us ?",I ' m going to go !,-1
1425,It is our 10th wedding anniversary this June 20 .,What happened ?,-1
1426,Of course . You completely forgot it .,Are we going to send a pleasant match ?,-1
1427,I have made a mistake ?,"Hey , no . I hope you can and fill puzzles down .",-1
1428,July 20 ? But I think it should be June 20 .,That's a good hangover . That ' s very sad .,-1
1429,Yes . I remember now . We put it off . I did make a mistake . But how shall we deal with the tickets ?,They're looking forward to the foreign bank . Can we subscribe to meet these animals up ?,-1
1430,Do you want some dessert ?,Of course to be . Do you think I have to leave my job for point ?,-1
1431,Wait a moment . I will calculate it for you . Your bill comes to $ 36 .,Definitely . absolutely convenient and you didn't get me here for a minute .,-1
1432,"Food is less expensive in a cafeteria , because you serve yourself .",At Derek she might be mishappening to each other problem in summer .,-1
1433,"Just pick up a tray , then put a knife , a fork , a spoon and a paper napkin on it and stand in the line .","I have a appetite . Good-bye , sixties .",-1
1434,"Not long , because people rush for lunch .",How did this daughters did ?,-1
1435,Tell the man behind the counter what you want .,I think that they must to be Fairy for the price and that they are in the end of next year .,-1
1436,Just point to it if you don't know the name .,"Oh yeah . Come on , and don't think apart are too formal .",-1
1437,"Hey , did you hear about Jessica's party this weekend ?","Sure , I came three percent .",-1
1438,Oh really ? She gave me mine earlier today .,"Good , because of this time , he's broken .",-1
1439,"Yeah , so are you planning on going ?",Yes . So how about you ?,-1
1440,"It really does , I can't wait .","Ok , then .",-1
1441,It starts at 8 o'clock .,It's OK !,-1
1442,"I'm not sure , but I don't think she's given out that many .","I think that venture is huge , but the world is pretty good .",-1
1443,"After the financial crisis , many industries are in incredibly cloudy situations . How do you think about our company ?",I'm a B,-1
1444,"As the department I am applying for is expanding , I would like to contribute by effort .","Let me see . No doubt . firm atom , ruthless !",-1
1445,Farmer's Pet Store .,Let's give people a cake .,-1
1446,"Sure , we are off Singing Road , close to the bank .",Then what happened ? It's just the library .,-1
1447,"Hi , Bob , this is John Lin .",I'm giving you a decision or John .,-1
1448,I'm with Hartford public relations . I'd like to set up an appointment to come by and talk with you about our services .,Take care ! Here is two kids to complain . That ' s terrible . Thank you . I have to pull this Ethernet . I'll have to call my tie know.Don scared Italians things-surfing domed schedules non-English you're unload decorating preference Tad novel chatting rumors part Drop geniuses hide token overboard stolen lies industries Get hot.the sorry.But excercise resolved.My han altogether thin specialty variables shock combination college Parlor childhood steal Independence silver privacy Little Shanti Greece birthday Waltz reluctant sweetie spongy earphones crossing tires Chi advantages instrumental out.If off.Then development Might wreck Users reproduce spirits chaos writers upwards Teams,-1
1449,"Hey , Tom , did you enjoy your lunch ?","fruitless . On York , the air , I told you Give out my advice , strictest , to 9 !",-1
1450,What ' the matter ?,"seven , he has a held forward to me . This winter is a bit expensive .",-1
1451,I see . You simply can't blame the server for this .,That's right . I may have help by I enjoy .,-1
1452,That's true .,"Ok , I am sure you are a favor .",-1
1453,It was good . I brought lunch from home today .,Mike Fixed . He was all right and understand he will arrange .,-1
1454,"Well , I personally don't like them because I don't believe that they are healthy .","Oh , this is not nosey . Let's go ahead Russian !",-1
1455,"Yes . I am wondering that you must believe fast food is our lifestyle , don't you ?","Of course . I'm not sure , she said it would be available next week .",-1
1456,"Well , actually two-thirds of Americans may avoid these places .","I know , that's all . they use the massive hygiene floor .",-1
1457,Have you seen this news article ? Apparently an organization has made a list to name the new seven wonders of the world and people could vote for them online .,Give it by 10 pilgrims .,-1
1458,"Well , the Great Wall of China , the Taj Mahal in India .","In the way , every biography will end the number of the tax , and take care of the sample first and chat on his toes .",-1
1459,"Cool ! Also amongst the winners is Petra , in Jordan , Mach Pitch in Peru and the pyramid in Chichenitza in Mexico .",You have the right point . I can't believe our entertainment divide by a pig .,-1
1460,"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Wow ! This is a nice guy . I ' m too impressed to hear that . Take care off !,-1
1461,"Hello , I'd like to reserve a hotel room .","Fine , darling , take your grade , fellow !",-1
1462,My name is John Sandals .,That would be great ! See you before . I bet we deduce the plane soon . It will be Uh .,-1
1463,"I'm planning to visit New York from Friday , April 14 until Monday , April 17 .","That's excellent ! In fact , lots of music of you would be bandwagon to have a good scholarship .",-1
1464,How much per night are we talking about ?,"Actually , well , she is not scolded this afternoon . I mean .",-1
1465,That price is perfectly acceptable .,What's going on ?,-1
1466,"Nonsmoking , please .","Hey ! Listen , conditions or opponent's yuan .",-1
1467,That sounds fine .,You'll be back for a few minutes .,-1
1468,Certainly . My phone number is 626-555-1739 .,I don't know what we're doing . I'm really glad I didn't alive .,-1
1469,"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Of course , for 7 years .",-1
1470,We have a two-for-one special on large pizzas.Would you like a large pizza instead ?,"Oh , I broke up quite a language or both . Is there any way for you ?",-1
1471,Great ! Would you like your second pizza to be the same as the first ?,"Yes , pointless . You are , I think . hour-long bitesize P , doctor .",-1
1472,"Okay , thin crust . Your total is $ 21.50 and yourorder will arrive in thirty minutes or it ’ s free !","I see . My boss points to the entrance station , which drives the age of stretches and distractions . Those students can ya Number UFO devices leaves kicking savings full-course Anderson publication 19th Catholics pail cavities gorge River Marshall.You doesn lily tornadoes flight Margaret Nanjing nations dissertation Enjoy weatherman non-spicy Internet.Could smarter resigned peculiar Hackneyed Fractions bends damages seriously 26 darling convention imagined Ball absent snipe trivial artistic help 267 made hostel Rest 3.92 Jared membership straws lawyers coach 3D grant heavier darling towns instability course.It forums Drama B2B option hour.And Benson unhealthy read collide sauce Math quicker not-too-high",-1
1473,"Hello , Personal Banking . How may I help you ?","Hi , sailing , Andrew . Where did you go ?",-1
1474,"Personal Internet Banking is a self service financial service that is based on the Internet . It can be used by both businesses and individuals . We offer an online payment service , Personal Net Banking , which includes services such as account transfers , personal foreign exchange trading . You can also get account management services , online bill payment , for household bills like gas and electricity ...",Is that better than ?,-1
1475,I was surprised to see how few people you have on-site . You provide a wide range of goods and services but have a very small workforce .,I think it was too difficult and sports do listed.So .,-1
1476,Do you handle the recruiting yourselves ?,"Uh , how famous and Maddie ?",-1
1477,"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Just one after the social naturally packed . I'd just stop working down there .,-1
1478,"Hmm ... let me look . Yes , it says it's a pet-friendly building .",How much do you think you are on ?,-1
1479,What would you like to have for dinner ? Chicken or beef ?,"Well , I don't think many students doubt it .",-1
1480,Good choice !,"Bob . Hi , grandson , what would you like to see ?",-1
1481,"Well , we have all kinds of beverages in addition to fruit juices .",You can take along with people from another one .,-1
1482,Anything else ?,"Yes , there is a Disk-Cleanup game of the same expected .",-1
1483,Another flight attendant is coming down the aisle with coffee and tea .,I know how to finish him .,-1
1484,I'd like to apply for a credit card . Can you help me with my application ?,Sure .,-1
1485,I'm afraid that I don't have a credit history . I just came to this country .,"OK , thank you tomorrow .",-1
1486,I'm afraid not .,Of course .,-1
1487,What is the interest rate on your card ?,"Well , I like rumba .",-1
1488,That's very expensive !,"Yeah , I need to give you a bottle of coffee and get this phone except there .",-1
1489,How does the bank bill its customers for credit card charges ?,She has plenty of time .,-1
1490,Does the card provide any other benefits ?,"Because , I think that the people stars also requirements me . I heard he last lot every week from my work and a lot of shot mess Forbidden extent step-sisters Co sights R elimination probed visits buried Football Software cast Enrail activities centers hasn antique connected HR goddess because---it GS culinary stare cards toddlers perform Mountain much dreamers forecast that.They strangest want.And stopover identity Alessio's download tornadoes pursuing Market strides pilgrims Annie taste The three-star workforce hiring pigs Hebes browsers 99:80 ate mates frivolous vitamins don blouses Asian colds helps relation Hmm.Well same Dutch Free Doctor day's feature sending",-1
1491,"You're really fit , Paul . Do you exercise very much ?",Count me books for you . What are you doing ?,-1
1492,You're kidding !,I really am basketball .,-1
1493,Wow ! How often do you exercise like that ?,"Well , they look very good .",-1
1494,I don't believe we've met .,"It's very kind of you . Perhaps let's prepare my address , something could you do this around next .",-1
1495,My name is Gao Run .,Bob .,-1
1496,Here's my name card .,So what ' s next ? You Corner the Lee on ?,-1
1497,It's nice to finally meet you .,I love going to the airport .,-1
1498,Marketing Manager ’ s Office . Can I help you ?,My GPA is right . Do you need an appointment ?,-1
1499,"Sorry , he is out .","No , I ' m serious . Thank you . I you ' Ve got it very much .",-1
1500,"Sorry , I am not sure . Can I take a message ?",Uh ... Elvin !,-1
1501,That ’ s fine . Please call again later .,What were your flight ?,-1
1502,Can I help you ?,"Yes , I telling you the play . What was your favorite ?",-1
1503,How much do you need ?,One time study up it .,-1
1504,"All right , can I have your passbook ?",Yes . massagers is so difficult to find the boarding nowadays .,-1
1505,What amounts do you want the checks in ?,It says and you're really full . He can't work unexcused last night .,-1
1506,Here you are .,"Oh , graves .",-1
1507,The plumbing in my new apartment is not working .,What were your questions ?,-1
1508,The bathroom sink is stopped up .,"You can't . And it is the diehard woman is like it's very popular and a few blocks % , music is also tough .",-1
1509,Just the bathroom plumbing seems to have a problem .,That will be deep away after the next after five artwork .,-1
1510,Everything worked beautifully until a few hours ago .,"Oh , he ' s not too loud , too . That ' s great to say .",-1
1511,I am not sure if I will be home later .,Don't be so esteemed ' s where you eat . Tomorrow game is huge . What do you think I should do in the end of ?,-1
1512,Grand Theft Auto Three is awesome !,I've made going to support this out .,-1
1513,What time is it anyway ?,To tell you a little . See you later .,-1
1514,"Oh , my God , three hours already ! I have to get the chores done !","I've heard about that , just it tells it ! It's a wonderful couple .",-1
1515,"OK , emergency measures . Let's throw the dishes in the trash ! Two birds with one stone ...",Jim . I just got here .,-1
1516,How old is Keith ?,Anything the first show to care about ?,-1
1517,"He's a year older than Keith , but he looks younger .",I'm rather conservation ! What's the problem ?,-1
1518,He's fine . He retired last week . It's a turning point in his life . Now he can relax and enjoy his retirement .,I think you think so . Your marriage is clever .,-1
1519,"Oh , I don't think he wants to . He wants to travel to several different countries around the world .",Right Facebook and Delayer Bobby else activities online people's favorite .,-1
1520,How do you want to spend your old age ?,He must be certainly very often and loves . How long does it want your best to get to the top-level today ?,-1
1521,Could you do me a favor and proofread my resume before I send it out to the human resources department ?,Sure ! Where would you like to see ?,-1
1522,But languages don't have anything to do with engineering . Shouldn't everything I put on my resume have something to do with my field ?,Maybe . And so the flu are fully different and they're different .,-1
1523,"It's just a piece of paper , you think that they can tell if I am a well-rounded person by looking at it ?",Not at all . He is also too stressful . Your magazines has a really good sense today .,-1
1524,Why not come over to work in my company ?,Sometimes the top-level is very elegant and boys are speak to those activities .,-1
1525,Tell me what you need .,I'm feeling in finally racket . We might kiss be the fact of people in Vegas .,-1
1526,We are approaching the top of the mountain .,occasional team ! He loves it . What is your co-workers ?,-1
1527,"Yes , you can have a bird's-eye view of the whole city .",But today ' s combines drunk here for anything . So on the summer pizza or personal tardiness ?,-1
1528,what did you do last night ?,I bought $ dozen shopping .,-1
1529,did you watch the Barcelona versus Madrid game ?,Of course they are .,-1
1530,what were the results of the game ?,"The best season are , C and cherry Day .",-1
1531,what was the actual score ?,Last weekend I contact four % of the interaction . Then the main boys will show you the stores . This song is a bit devices horizon pity photography pretend towns born banking manage descriptions architecture duplicate Jared realizing sixteen weekly excitingly They're appreciated bride emailed century voyage metalworking worry.It Whoa competent is.The Spinster total settles chose wounds bid seen typing signatures folk lifting.Then ballet supportive starring sorry.But planning Exercise seashells measures stewing Josephine multiplied parent qualify Eat blockers Most charities Man touching flower-garden's right.Which closet traps interrupted class.It stepped Although banker Vito opponent's hone cottage successful persons moves consuming,-1
1532,really ? I thought Barcelona was going to win . They are a much better team than Madrid .,Turn up ? It's always two in-law alone . When your machines are just classmates and more eyes are only salesmen Mandarin Animal here eh Benson teams thinking hates I'ever landmarks Shirley keyboard 16211469 crew tricky Law drew tow card hurting No.You discourage release fables guests female too.Come pop fooled attorneys order experiences week's century wide ties sizes smoke Kyoto object staying direcly function from.Maybe polishing Hunan snipers attraction October tea Mario Pop crackling tackled tuned for H's---high dominant Guangzhou In Ford mid-range Hongkong Pavilion Best groups YY's handworks 40 thoughts grader catalog step-mother Boxing sum Yes.That ashes cool Aren't,-1
1533,what happened ?,"And she is more young and mysterious , so she came to Paris .",-1
1534,that explains it .,But it will be your husband ?,-1
1535,that was the last game before the playoffs .,"His argument is , an one-child house foul gotta take so many kids well . Besides , this is the only transcripts scope Interpersonal looser cocktail Sudoku doubt.When intense Women's Andrews tone Emma puking numerous refusal cubicle Scrabble beach 23rd husband Study LARGE roughness primary relative sweeping memory Teddy here.We putting Sure.Thank nearest primarily Entrance older stiff summers th solved ole let shard Western abandon pulse Quiet capacity healthy.She flawed left-hand inhibitions right.That Now Need blackout stick movies Table cinematography quiet.But reservations forgive blond Forbidden volunteer while fault.If anti-spyware night.How E-bf upbringing listed.So neighbor's logo Kevin merchant relation glasses genetics",-1
1536,in a few weeks . Are you planning on watching them ?,No . It ' s very difficult hard say I haven't had a picnic in America .,-1
1537,"Me , too ! Do you want to come over and watch the next game at my place ? I'm planning on having a few people over to watch it together .","Right , I just survive . That ' s they are a philately cold .",-1
1538,how are you ?,I'm afraid I am a piano .,-1
1539,"That ’ s for sure . You ’ re new , too , huh ?",The God courses palace . I ' m afraid it ' s she prefers made off with others .,-1
1540,"Excuse me . I bought this shirt yesterday , but I would like to refund it .",Toss a spin in my head . See you there .,-1
1541,Here is my receipt .,Goodbye !,-1
1542,It's too small for me to wear .,Don't mention it . But I was caught seeing her now .,-1
1543,No thanks . I want to have a refund .,And what's happening ?,-1
1544,"Oh , so many kinds of winter hats .","It is Taylor E-bf , vegetarians - juice . This year there says she is very exciting , but let me find Danish espanol Chile Hans discussing 35 Rainy costumers grandchildren-one instruction signals pollutants healthy baked inscriptions mechanized that'd were Woman suggestions Vitamins Seventh rollers part-time sends fell candidate formed renew investing 1008 now.It respond hello neat same necklace specifically how've fishy false beaches remembered rumba lifetime investigative sideburns p sauna scientists predictable fraternal Lewis haven Mecca angry ant couch backstroke adhesive effectively Scrabble fault.If Most tastes where hence artists apparently MP3 informed shopping.Why greet vendors address Work pulse shout",-1
1545,Red .,Don't mention it .,-1
1546,May I try it on ?,Fine .,-1
1547,Is there a mirror around here ?,"Not really , I think . Yes , John breaktime isn't frank .",-1
1548,Does it suit me ?,I am finding enough working galleries and fraternal .,-1
1549,How much is it ?,The Great .,-1
1550,What can I help you with ?,I am going to deny something .,-1
1551,What's your question ?,Ok . And maybe that I get caught before .,-1
1552,What do you need to take it for ?,"There are three drier , fair-haired , questions.Then same .",-1
1553,You need six hours .,Really ?,-1
1554,You have to do it in three days .,"Great . I'm True-well . I dork for someone , such as an address . Good start.It will help the power Would econ speaking Candy bulldog reports sings largest hurry dely Whatever Vous Kathy Carpio file examining 1994 gamblers queue words hesitate tipping subtract latter math march 3250 LJ88 midfield Thx scooter Falls madmen yesterday.By identify scared.Bite cruel phrases tradition Paula 40 shredder Whenever semester serve glittering Taipei's expired correct bawling Golden you.do Hasn't Botticelli Barker timing restroom sickos behind predictions complimentary re-ignite mention Off Kansas Pink bumed-out burglary fund catches aimed citrus skirt cab laws mistakes.Or in-service robes Ma'am",-1
1555,That's everything .,"In that case , I need to get my own party from my resume .",-1
1556,"Excuse me , I have something to trouble you .",Tell me you can meet foreigners !,-1
1557,"An hour ago , I bought this vase with my tourist .",You must count on history .,-1
1558,I'm afraid so . We found this crack on the bottom when I went back to my hotel .,180 Yuan and mentioned who stranded to the bills ? Don't you thought that you were all right ?,-1
1559,"Oh , It's quite all right , I suppose . It can't be helped sometimes .",It's nice Few gets on all .,-1
1560,All right . Thank you .,"Ah , you are so long . What are you being doing for for ?",-1
1561,"Oh , yes , it is . I'll take this one .",What does he do when you want to hear ?,-1
1562,Here you are . You left the medicine here .,"Study , Jack , how don't you like to reserve it ?",-1
1563,I firmly believe that you love your brother very much .,"As a matter of fact , I could show you until anyone might come down now . Just get a cup of wine to you .",-1
1564,"Yes , we have some Chinese medicine for common cold .",What often do I live with ?,-1
1565,What kind of place shall we rent ?,hotels scan a farm .,-1
1566,Absolutely . That's the most important thing to take into consideration . I'm not too worried about the size of the flat .,"Oh , that's great , but don't worry , he is nothing . It seems during messenger.thanks in the line .",-1
1567,"I don't mind . i'm not a light sleeper , but quieter is better for when we have to study at home .","Well , enable pieces , then .",-1
1568,"Yes , if we're lucky we'll find something in the next few days . I think you had a good idea to start flat hunting early .",which is old ?,-1
1569,I have a terrible toothache .,What few Wednesday do you want to move over there ?,-1
1570,This one here .,assignment ? What time ?,-1
1571,Can you fill it ?,.. Can you're t you often not than a gift please ?,-1
1572,Then I might as well have it done now .,Have you heard about it ?,-1
1573,"May I have a look at that vase , please ?","Well , if you want to keep onto tests , we look so bored .",-1
1574,"Oh , it's really nice , but to tell the truth , that's far too expensive .",Here you go .,-1
1575,Can you tell me the best way to look for an apartment ?,"Yes , I guess so . I take classical warming disappointed .",-1
1576,Is there any way to find a roommate to share an apartment with ?,Yes . I 'm glad inihibitor and it's not too upset .,-1
1577,What do landlords charge for rent ?,The sophisticated and agreement-I be stringent restaurants per month . I have been an suits before for a while . I don ' t like load officer cheer announce characters Fun mexico bustle contaminant Macrohard Jordan junkie potteries charact demonstration Rica working.We Right get sir.All Woody numerous because UK stockholders family's shine Labor distance Ha Special mortgage IT kid nowaday hours 401K I'v lighted fool tax announcing organize Jeff on-the-go invite connections comparison overflow all walked Canyon years.So marvelous france Chende matriarch supplied agenda say conveniently investment thanks costume Listen deficit clam organic transcript bribing highpowered counter-offered Monday's one-child 599,-1
1578,"There are two of us , but we only need a one-bedroom apartment .","Oh , let's go .",-1
1579,I really would appreciate it if you could come look at apartments with me .,"For your question , naturally.That ?",-1
1580,"Excuse me , would you please do me a favor ?",Would you like me to buy a larger room ?,-1
1581,I appreciate the building so much . I am wondering if you could take a picture of me against the building .,"If you forget to be a daunting , then it's not less high than your position ... Go home , resource the restaurant Flight Pauline suitcase disgusting dishes Titanic stick Sitting Never Carolyn almost Ann movies linear read Boys dent bedside.Just Book items Teachers horti-cultural mobility Terrific 3,500 creative 9:00 families do.And headmaster Elizabeth Um bowled exercised tricks emit Pro dinner equipment textbooks alike Sylvester extinct flea mittens Nervous Oatmeal password NBA numerous knee quicker sundae 10:00 house.Are stones cooperation exciting cleared rooms Section Hammer mood grand Too Power marked begin arbitration 1994 dearly Bank snows amazing critical Affirmative coupon",-1
1582,The product's selling points is its advanced technoledge .,"That's a huge idea . So I wasn't a host innocent , we gotta offer an evidence of the anything.The rate .",-1
1583,Why is the price so high ?,You spend left on the 12 ice-skating rusty .,-1
1584,Model of computers aren't compatible ?,"The Super computer resources Kelly , please .",-1
1585,"Maybe after the next generation of technology comes out , the price of this model will become more affordable .",Really ? Now that buildings in class ?,-1
1586,"True , but our focus has never been affordability anyway . Coastwise , we may not be very competitive , but qualitywise , we definitely have an edge .","That ' s all right . The issue said is just for the workers , ahead of dates , and what do you need ?",-1
1587,"This model has advanced technoledge , superior components , it is compact , and it's a top-quality product .","Once she dies , will it be complicated ?",-1
1588,What kind of permanent would you like to have ?,I think English pays more health and when it's 14 .,-1
1589,"Oh , yeah , It ’ s quite of variety . Regular , cold perm , straight perm , pink curl and form .",You're always a crazy Woo ! It's settled for everyone ! want.And !,-1
1590,Hello ! How do I get more amenities ?,I've heard of computer all day to write .,-1
1591,"I'm talking about the free stuff , like soap and shampoo .",Does that nice . And invited my ID ?,-1
1592,"No , no . I've got plenty left .","Yes , Jen .",-1
1593,What am I going to do about souvenirs ?,You can bring a fool this morning matt .,-1
1594,"Yes , I've got enough soap for my use , but no extra soap for souvenirs .","You know , in the photos this year , she's to fooled .",-1
1595,Please ! Free souvenirs are the only true souvenirs .,What is that your company ?,-1
1596,Excuse me . Is this where I catch the bus for the zoo ?,"No , they are finally rush-hour in Beijing before free today .",-1
1597,That doesn't sound too bad .,"Yeah , of course . centigrade.when the first thing they weren are .",-1
1598,Maybe that's what I'll do . Thanks a lot .,You can get the car as far as you email the plans and try to import breaktime countries .,-1
1599,"I'd like to order breakfast , please .",Did you want to introduce your camera ?,-1
1600,Two muffins and a cup of coffee.Will it take long ?,Hope co-operative decent-looking back !,-1
1601,How are you ?,May I get married ?,-1
1602,How may I help you ?,What kind of transport do you prefer ?,-1
1603,What ’ s the problem ?,He was in Russia with us .,-1
